match_id,season,team1,team2,winner,player_of_match,venue,total_runs,wickets
1504,2022,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Hardik Pandya,Mumbai,192,2
1505,2020,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Rohit Sharma,Hyderabad,129,4
1506,2022,Mumbai Indians,Punjab Kings,Punjab Kings,Hardik Pandya,Mohali,160,3
1507,2020,Gujarat Titans,Delhi Capitals,Gujarat Titans,Virat Kohli,Lucknow,235,10
1508,2021,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,Shubman Gill,Mohali,182,2
1509,2021,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,KL Rahul,Lucknow,149,2
1510,2019,Punjab Kings,Rajasthan Royals,Punjab Kings,Rohit Sharma,Ahmedabad,128,4
1511,2021,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Hardik Pandya,Bangalore,126,4
1512,2021,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Hardik Pandya,Jaipur,163,5
1513,2023,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Rohit Sharma,Lucknow,153,5
1514,2018,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Hardik Pandya,Ahmedabad,204,5
1515,2021,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,KL Rahul,Ahmedabad,150,7
1516,2020,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,Ravindra Jadeja,Delhi,158,3
1517,2021,Mumbai Indians,Gujarat Titans,Gujarat Titans,Rohit Sharma,Hyderabad,180,10
1518,2022,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,MS Dhoni,Chennai,159,3
1519,2022,Mumbai Indians,Delhi Capitals,Mumbai Indians,Shubman Gill,Mumbai,200,10
1520,2018,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,Andre Russell,Delhi,236,3
1521,2020,Delhi Capitals,Mumbai Indians,Mumbai Indians,Shubman Gill,Lucknow,183,4
1522,2022,Punjab Kings,Chennai Super Kings,Punjab Kings,Andre Russell,Kolkata,204,8
1523,2019,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Hardik Pandya,Mohali,198,5
1524,2021,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,Ravindra Jadeja,Lucknow,207,8
1525,2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Rishabh Pant,Chennai,214,6
1526,2022,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,Rohit Sharma,Mohali,222,6
1527,2020,Delhi Capitals,Chennai Super Kings,Delhi Capitals,KL Rahul,Kolkata,158,2
1528,2021,Punjab Kings,Lucknow Super Giants,Punjab Kings,KL Rahul,Mumbai,165,7
1529,2023,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Virat Kohli,Chennai,227,10
1530,2018,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Virat Kohli,Mohali,181,8
1531,2020,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Jos Buttler,Delhi,172,2
1532,2021,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,Hardik Pandya,Bangalore,207,8
1533,2020,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Rishabh Pant,Mohali,154,7
1534,2020,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,Shubman Gill,Lucknow,136,2
1535,2021,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,Shubman Gill,Jaipur,193,4
1536,2023,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Virat Kohli,Kolkata,145,3
1537,2018,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Jos Buttler,Hyderabad,139,4
1538,2020,Punjab Kings,Mumbai Indians,Punjab Kings,Virat Kohli,Ahmedabad,193,7
1539,2018,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,Rohit Sharma,Jaipur,212,9
1540,2021,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Ravindra Jadeja,Mumbai,215,6
1541,2018,Punjab Kings,Delhi Capitals,Punjab Kings,Rishabh Pant,Mumbai,188,10
1542,2019,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Rohit Sharma,Mumbai,169,7
1543,2021,Mumbai Indians,Punjab Kings,Mumbai Indians,Rishabh Pant,Kolkata,142,2
1544,2020,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Ravindra Jadeja,Kolkata,160,4
1545,2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Hardik Pandya,Kolkata,145,10
1546,2020,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Hardik Pandya,Bangalore,198,8
1547,2023,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Rohit Sharma,Lucknow,122,8
1548,2022,Gujarat Titans,Chennai Super Kings,Gujarat Titans,Hardik Pandya,Jaipur,125,5
1549,2023,Gujarat Titans,Rajasthan Royals,Gujarat Titans,Virat Kohli,Jaipur,121,7
1550,2021,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,Hardik Pandya,Jaipur,185,8
1551,2018,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,Jos Buttler,Ahmedabad,232,8
1552,2019,Delhi Capitals,Mumbai Indians,Mumbai Indians,Ravindra Jadeja,Jaipur,185,7
1553,2018,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,Hardik Pandya,Delhi,225,8
1554,2021,Punjab Kings,Mumbai Indians,Punjab Kings,Rohit Sharma,Ahmedabad,166,8
1555,2023,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,MS Dhoni,Delhi,126,5
1556,2018,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Jos Buttler,Lucknow,198,7
1557,2019,Gujarat Titans,Delhi Capitals,Delhi Capitals,Virat Kohli,Hyderabad,166,3
1558,2021,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Andre Russell,Mohali,232,9
1559,2022,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,MS Dhoni,Hyderabad,151,9
1560,2019,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Rohit Sharma,Mumbai,135,8
1561,2022,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Virat Kohli,Hyderabad,172,2
1562,2018,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,MS Dhoni,Mumbai,209,7
1563,2020,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,KL Rahul,Bangalore,120,9
1564,2023,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Virat Kohli,Ahmedabad,163,3
1565,2023,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,Hardik Pandya,Bangalore,121,9
1566,2018,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,Virat Kohli,Jaipur,124,6
1567,2021,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,Andre Russell,Jaipur,140,3
1568,2018,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,KL Rahul,Mumbai,134,8
1569,2020,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,MS Dhoni,Jaipur,120,8
1570,2022,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,KL Rahul,Delhi,237,8
1571,2021,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Hardik Pandya,Mohali,205,3
1572,2022,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Hardik Pandya,Chennai,208,3
1573,2019,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,Hardik Pandya,Mumbai,133,6
1574,2018,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Shubman Gill,Chennai,149,9
1575,2018,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Rohit Sharma,Hyderabad,135,10
1576,2020,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,MS Dhoni,Mumbai,235,2
1577,2022,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Andre Russell,Bangalore,218,6
1578,2022,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Rohit Sharma,Hyderabad,191,7
1579,2020,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Shubman Gill,Delhi,183,5
1580,2022,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,MS Dhoni,Chennai,121,2
1581,2020,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Hardik Pandya,Jaipur,185,6
1582,2022,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Shubman Gill,Kolkata,159,3
1583,2020,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Virat Kohli,Bangalore,216,3
1584,2020,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,KL Rahul,Chennai,230,9
1585,2022,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Shubman Gill,Jaipur,195,9
1586,2018,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Hardik Pandya,Ahmedabad,181,5
1587,2020,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Andre Russell,Jaipur,231,9
1588,2019,Punjab Kings,Mumbai Indians,Mumbai Indians,Rohit Sharma,Mohali,197,2
1589,2018,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,Virat Kohli,Mohali,223,2
1590,2021,Rajasthan Royals,Gujarat Titans,Gujarat Titans,MS Dhoni,Kolkata,237,10
1591,2023,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,Shubman Gill,Chennai,185,7
1592,2020,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Shubman Gill,Lucknow,140,3
1593,2023,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,Rohit Sharma,Bangalore,159,4
1594,2019,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Rishabh Pant,Lucknow,163,4
1595,2019,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,Jos Buttler,Delhi,195,3
1596,2023,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,MS Dhoni,Chennai,198,2
1597,2018,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,Hyderabad,214,9
1598,2021,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Rohit Sharma,Ahmedabad,196,8
1599,2020,Gujarat Titans,Rajasthan Royals,Gujarat Titans,Hardik Pandya,Mumbai,167,4
1600,2021,Gujarat Titans,Punjab Kings,Gujarat Titans,Ravindra Jadeja,Jaipur,156,3
1601,2019,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Rishabh Pant,Hyderabad,230,8
1602,2021,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,KL Rahul,Ahmedabad,169,8
1603,2020,Delhi Capitals,Gujarat Titans,Delhi Capitals,MS Dhoni,Bangalore,132,8
1604,2018,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Ravindra Jadeja,Jaipur,235,3
1605,2019,Punjab Kings,Gujarat Titans,Punjab Kings,Rishabh Pant,Bangalore,123,6
1606,2023,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,KL Rahul,Chennai,212,8
1607,2021,Mumbai Indians,Rajasthan Royals,Mumbai Indians,MS Dhoni,Bangalore,139,3
1608,2022,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Ravindra Jadeja,Ahmedabad,187,4
1609,2018,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Andre Russell,Jaipur,190,2
1610,2018,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,Rohit Sharma,Ahmedabad,205,7
1611,2022,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Rohit Sharma,Mohali,228,4
1612,2018,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Virat Kohli,Ahmedabad,135,3
1613,2023,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,MS Dhoni,Kolkata,171,10
1614,2018,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Virat Kohli,Kolkata,199,9
1615,2019,Gujarat Titans,Mumbai Indians,Gujarat Titans,Virat Kohli,Chennai,145,9
1616,2020,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,Jos Buttler,Hyderabad,211,3
1617,2022,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,MS Dhoni,Mohali,229,6
1618,2019,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Rishabh Pant,Ahmedabad,151,6
1619,2019,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,Hardik Pandya,Mohali,228,2
1620,2021,Delhi Capitals,Gujarat Titans,Delhi Capitals,Jos Buttler,Chennai,185,8
1621,2018,Delhi Capitals,Gujarat Titans,Gujarat Titans,Shubman Gill,Chennai,227,8
1622,2022,Punjab Kings,Gujarat Titans,Punjab Kings,Shubman Gill,Kolkata,144,7
1623,2023,Punjab Kings,Delhi Capitals,Punjab Kings,Jos Buttler,Kolkata,206,10
1624,2019,Chennai Super Kings,Punjab Kings,Chennai Super Kings,KL Rahul,Hyderabad,221,2
1625,2019,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,Andre Russell,Chennai,124,9
1626,2022,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Jos Buttler,Delhi,193,5
1627,2020,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,Jos Buttler,Kolkata,216,7
1628,2020,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Hardik Pandya,Ahmedabad,176,10
1629,2020,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,KL Rahul,Jaipur,232,7
1630,2020,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Jos Buttler,Jaipur,238,10
1631,2018,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rohit Sharma,Chennai,212,2
1632,2021,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Rohit Sharma,Mumbai,145,3
1633,2023,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,Ravindra Jadeja,Mumbai,213,4
1634,2020,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,Rishabh Pant,Jaipur,172,7
1635,2021,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Ravindra Jadeja,Mohali,207,9
1636,2019,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Shubman Gill,Chennai,147,7
1637,2022,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,Mohali,192,4
1638,2019,Punjab Kings,Delhi Capitals,Delhi Capitals,KL Rahul,Hyderabad,162,6
1639,2022,Punjab Kings,Mumbai Indians,Mumbai Indians,Jos Buttler,Delhi,125,9
1640,2019,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Shubman Gill,Mumbai,178,10
1641,2020,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Rishabh Pant,Bangalore,183,9
1642,2019,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,MS Dhoni,Chennai,230,2
1643,2018,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Shubman Gill,Hyderabad,158,4
1644,2023,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Rishabh Pant,Mohali,213,8
1645,2020,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,Jos Buttler,Bangalore,133,6
1646,2023,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,Andre Russell,Chennai,237,5
1647,2023,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Andre Russell,Ahmedabad,197,9
1648,2018,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,KL Rahul,Delhi,211,2
1649,2023,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,KL Rahul,Chennai,219,6
1650,2018,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,Shubman Gill,Jaipur,167,10
1651,2018,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Rohit Sharma,Jaipur,140,5
1652,2021,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,Virat Kohli,Bangalore,232,5
1653,2022,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,Virat Kohli,Lucknow,159,5
1654,2022,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Shubman Gill,Chennai,191,6
1655,2020,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,MS Dhoni,Chennai,202,8
1656,2020,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Andre Russell,Lucknow,213,9
1657,2023,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,Andre Russell,Lucknow,187,10
1658,2020,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Rohit Sharma,Ahmedabad,159,2
1659,2023,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,Shubman Gill,Ahmedabad,137,2
1660,2023,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,KL Rahul,Lucknow,209,8
1661,2019,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,MS Dhoni,Mumbai,182,2
1662,2023,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Andre Russell,Hyderabad,215,10
1663,2021,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Ravindra Jadeja,Kolkata,214,9
1664,2019,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,MS Dhoni,Kolkata,230,9
1665,2022,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,KL Rahul,Lucknow,192,6
1666,2019,Punjab Kings,Mumbai Indians,Punjab Kings,Virat Kohli,Chennai,220,5
1667,2019,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,Rohit Sharma,Jaipur,235,5
1668,2019,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Rishabh Pant,Mumbai,120,3
1669,2018,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,KL Rahul,Mohali,202,9
1670,2020,Chennai Super Kings,Punjab Kings,Punjab Kings,Andre Russell,Delhi,217,4
1671,2018,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Jos Buttler,Mohali,168,10
1672,2021,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Ravindra Jadeja,Chennai,210,10
1673,2021,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,Andre Russell,Kolkata,215,2
1674,2023,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Rishabh Pant,Jaipur,157,5
1675,2021,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Andre Russell,Jaipur,153,8
1676,2020,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Ravindra Jadeja,Mohali,132,7
1677,2019,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Jos Buttler,Lucknow,148,5
1678,2020,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,Hardik Pandya,Jaipur,220,8
1679,2020,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Rohit Sharma,Bangalore,120,6
1680,2022,Gujarat Titans,Chennai Super Kings,Gujarat Titans,MS Dhoni,Chennai,127,10
1681,2022,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Shubman Gill,Ahmedabad,209,3
1682,2022,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,Rohit Sharma,Ahmedabad,132,5
1683,2023,Punjab Kings,Chennai Super Kings,Punjab Kings,KL Rahul,Jaipur,175,10
1684,2018,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,Ravindra Jadeja,Bangalore,200,2
1685,2018,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,MS Dhoni,Lucknow,215,5
1686,2022,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Hardik Pandya,Lucknow,234,2
1687,2022,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,MS Dhoni,Delhi,176,4
1688,2021,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Rishabh Pant,Mohali,214,2
1689,2018,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,MS Dhoni,Chennai,160,6
1690,2023,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,Bangalore,199,2
1691,2021,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Ravindra Jadeja,Mohali,225,6
1692,2018,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Rishabh Pant,Bangalore,153,6
1693,2018,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,Hardik Pandya,Mumbai,121,6
1694,2020,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Rohit Sharma,Jaipur,220,4
1695,2020,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Rishabh Pant,Mumbai,178,10
1696,2018,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Hardik Pandya,Bangalore,151,7
1697,2021,Mumbai Indians,Delhi Capitals,Mumbai Indians,KL Rahul,Kolkata,142,3
1698,2021,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,KL Rahul,Kolkata,149,5
1699,2022,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,Ravindra Jadeja,Kolkata,226,5
1700,2021,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,Jos Buttler,Ahmedabad,143,4
1701,2018,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,MS Dhoni,Hyderabad,229,6
1702,2022,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Jos Buttler,Mumbai,152,6
1703,2022,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Hardik Pandya,Mumbai,146,9
1704,2022,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Virat Kohli,Delhi,187,3
1705,2019,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Jos Buttler,Lucknow,149,6
1706,2023,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Ravindra Jadeja,Hyderabad,235,5
1707,2020,Chennai Super Kings,Punjab Kings,Chennai Super Kings,KL Rahul,Jaipur,183,8
1708,2023,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Rishabh Pant,Delhi,188,4
1709,2021,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Shubman Gill,Lucknow,164,8
1710,2018,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Rohit Sharma,Ahmedabad,140,6
1711,2023,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Andre Russell,Bangalore,196,3
1712,2019,Gujarat Titans,Punjab Kings,Gujarat Titans,MS Dhoni,Mohali,171,6
1713,2020,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,MS Dhoni,Kolkata,240,9
1714,2021,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,KL Rahul,Chennai,225,5
1715,2019,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Hardik Pandya,Lucknow,125,3
1716,2019,Punjab Kings,Mumbai Indians,Mumbai Indians,Jos Buttler,Ahmedabad,203,5
1717,2018,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Virat Kohli,Hyderabad,205,4
1718,2019,Mumbai Indians,Punjab Kings,Mumbai Indians,Shubman Gill,Chennai,216,3
1719,2023,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Jos Buttler,Lucknow,134,6
1720,2019,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,Virat Kohli,Ahmedabad,225,2
1721,2019,Punjab Kings,Gujarat Titans,Gujarat Titans,Jos Buttler,Delhi,131,8
1722,2021,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Ravindra Jadeja,Ahmedabad,152,8
1723,2020,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Shubman Gill,Mohali,184,6
1724,2022,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,Hardik Pandya,Mohali,199,5
1725,2020,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Jos Buttler,Mumbai,173,5
1726,2023,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,Virat Kohli,Lucknow,128,7
1727,2022,Punjab Kings,Gujarat Titans,Gujarat Titans,KL Rahul,Ahmedabad,150,10
1728,2021,Rajasthan Royals,Punjab Kings,Rajasthan Royals,Rishabh Pant,Hyderabad,120,8
1729,2018,Chennai Super Kings,Punjab Kings,Punjab Kings,Andre Russell,Jaipur,194,4
1730,2023,Gujarat Titans,Mumbai Indians,Mumbai Indians,Virat Kohli,Lucknow,224,3
1731,2022,Gujarat Titans,Delhi Capitals,Gujarat Titans,Shubman Gill,Ahmedabad,126,5
1732,2020,Chennai Super Kings,Punjab Kings,Punjab Kings,MS Dhoni,Ahmedabad,196,4
1733,2018,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,Rohit Sharma,Kolkata,132,10
1734,2020,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Jos Buttler,Ahmedabad,138,5
1735,2020,Gujarat Titans,Mumbai Indians,Gujarat Titans,Virat Kohli,Hyderabad,191,5
1736,2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Shubman Gill,Bangalore,218,6
1737,2020,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,Ravindra Jadeja,Chennai,168,5
1738,2022,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,Rishabh Pant,Kolkata,200,4
1739,2018,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,Rohit Sharma,Jaipur,131,8
1740,2020,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Andre Russell,Mumbai,179,7
1741,2022,Delhi Capitals,Punjab Kings,Punjab Kings,Hardik Pandya,Jaipur,158,9
1742,2018,Punjab Kings,Gujarat Titans,Gujarat Titans,Jos Buttler,Mumbai,236,2
1743,2018,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Rishabh Pant,Bangalore,206,3
1744,2021,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,MS Dhoni,Mohali,123,3
1745,2022,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Andre Russell,Bangalore,191,2
1746,2021,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,Rohit Sharma,Jaipur,158,9
1747,2022,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,MS Dhoni,Delhi,219,5
1748,2021,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Rohit Sharma,Bangalore,200,10
1749,2023,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Ravindra Jadeja,Hyderabad,150,4
1750,2022,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Jos Buttler,Mohali,153,2
1751,2023,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Jos Buttler,Delhi,207,5
1752,2023,Punjab Kings,Gujarat Titans,Gujarat Titans,Andre Russell,Lucknow,146,6
1753,2022,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,MS Dhoni,Chennai,194,7
1754,2022,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Rohit Sharma,Kolkata,161,4
